Alert,Username,Source IP,Destination IP,Source Asset,Destination Asset,Source Account,Destination Account,Source Port,Destination Port,Error Code,Event ID,Affected Workload,Log Source,Scheduled Task Name,Firewall Name,Service,Object ID/Target User ID,Logon Type,Computer Name,Hostname,Timestamp
User Added to Office 365 Administrator Role,user5497,175.194.174.156,118.187.189.163,Asset86,Asset29,source_account981,destination_account35,45355,13012,ERR6208,EVT5191,SharePoint,log_source42,task_34,firewall_13,service_31,9877bc41-3c16-438f-8f98-160a4c7c1315,RemoteInteractive,comp_90,host_36,2024-07-12 11:49:15
A Scheduled Task Was Disabled,user9908,192.249.8.136,170.67.236.219,Asset10,Asset2,source_account250,destination_account582,59103,9704,ERR8285,EVT2117,OneDrive,log_source79,task_46,firewall_14,service_4,d241c800-64b7-4ff2-9175-e569a521fba1,RemoteInteractive,comp_87,host_18,2024-07-15 16:11:28
Multiple VPN login failures for the same User,user8590,6.215.1.9,28.124.188.105,Asset80,Asset17,source_account371,destination_account551,1512,15273,ERR2110,EVT4404,OneDrive,log_source16,task_28,firewall_13,service_31,5e92b515-7a76-429d-8e7b-9d4960439bc9,Network,comp_48,host_9,2024-07-20 02:50:13
User Account Was Locked out,user4626,64.95.192.121,254.114.5.57,Asset69,Asset27,source_account985,destination_account993,12026,5870,ERR8340,EVT8445,SharePoint,log_source70,task_8,firewall_20,service_11,87574214-f1ef-498a-a1cc-871b9b5051a9,RemoteInteractive,comp_75,host_15,2024-07-05 19:55:15
Removal of Exchange Mailbox Right Delegation,user5373,49.35.201.19,41.5.51.23,Asset57,Asset96,source_account825,destination_account543,47002,60291,ERR9019,EVT1295,Exchange,log_source18,task_24,firewall_17,service_26,0adc74eb-836c-480d-b2cb-6ca395934ee2,RemoteInteractive,comp_83,host_7,2024-07-11 01:33:37
User Added to Office 365 Administrator Role,user3151,193.195.8.173,190.240.161.136,Asset40,Asset2,source_account221,destination_account955,4493,7017,ERR3451,EVT4310,Teams,log_source92,task_41,firewall_9,service_8,46e109da-7e54-4294-a19d-995574d001e2,RemoteInteractive,comp_44,host_95,2024-07-25 12:28:59
Removal of Exchange Mailbox Right Delegation,user3516,193.107.127.136,166.75.236.233,Asset52,Asset73,source_account404,destination_account861,35228,28916,ERR3549,EVT1139,OneDrive,log_source79,task_47,firewall_20,service_39,ed4cc1e9-75b1-4ab7-a82b-0fe857ff6976,Interactive,comp_71,host_58,2024-07-31 06:24:16
A Scheduled Task Was Disabled,user5123,82.166.253.215,201.252.82.70,Asset60,Asset14,source_account829,destination_account948,29853,33514,ERR7539,EVT3776,SharePoint,log_source69,task_27,firewall_8,service_34,3b752926-219d-4986-bf53-29bb4c51d620,Network,comp_18,host_35,2024-07-16 09:43:43
IPS Alert Detected,user4188,114.2.38.19,128.92.62.24,Asset69,Asset96,source_account197,destination_account204,26657,39889,ERR3444,EVT9880,OneDrive,log_source64,task_49,firewall_17,service_17,fff99f0f-d011-4f89-9b92-9f639bacb4e0,Interactive,comp_34,host_36,2024-07-31 08:06:08
Removal of Exchange Mailbox Right Delegation,user8347,224.13.172.114,193.234.41.124,Asset97,Asset60,source_account812,destination_account994,44557,11746,ERR4102,EVT2902,SharePoint,log_source30,task_31,firewall_16,service_9,e15c0be4-c223-4e7a-8589-3505d5c8f1af,RemoteInteractive,comp_72,host_79,2024-07-06 03:54:39
Users or Group Add Operation Detected by User,user3933,70.233.1.245,243.121.109.207,Asset92,Asset61,source_account831,destination_account27,6061,31524,ERR9325,EVT2264,Exchange,log_source38,task_5,firewall_5,service_48,0bcf31c6-5773-4765-b76f-9abe811d09b2,Network,comp_75,host_57,2024-07-22 11:18:43
Mass file download by single user - O365 remotely access 4 new assets,user6290,22.162.242.164,218.9.57.165,Asset75,Asset48,source_account952,destination_account545,23515,13370,ERR3788,EVT8426,OneDrive,log_source93,task_50,firewall_20,service_15,37588c54-55c2-49e0-a9e9-74ec502e7a6e,Interactive,comp_51,host_32,2024-08-02 02:38:07
Removal of Exchange Mailbox Right Delegation,user7958,163.253.63.20,54.10.24.207,Asset42,Asset43,source_account825,destination_account430,22127,35115,ERR5998,EVT2836,OneDrive,log_source30,task_7,firewall_13,service_50,6d2dccd3-ec3d-4464-b03e-faa66cf99230,Interactive,comp_72,host_77,2024-07-23 22:07:33
Mass file delete by single user - O365,user6914,214.191.35.247,57.96.12.49,Asset2,Asset73,source_account115,destination_account378,40736,52734,ERR8258,EVT7310,Exchange,log_source95,task_48,firewall_15,service_10,01d672ee-85a3-424f-bd65-e9ed75369764,RemoteInteractive,comp_15,host_13,2024-07-31 04:24:51
Inbox Forwarding Rule Created,user7758,243.94.233.54,154.58.32.34,Asset86,Asset37,source_account335,destination_account181,26668,11030,ERR8280,EVT3171,Exchange,log_source78,task_31,firewall_3,service_23,e8dc4ada-dbd2-4442-8a1a-629746644fa1,Interactive,comp_30,host_50,2024-07-28 07:53:42
IPS Alert Detected,user6675,243.59.238.15,190.189.225.202,Asset25,Asset51,source_account483,destination_account546,43863,51116,ERR5522,EVT7354,Exchange,log_source37,task_2,firewall_12,service_3,83fd8ed9-5da9-4d5f-b96a-d6b60e068198,Network,comp_81,host_47,2024-07-30 17:38:45
Mass file download by single user - O365 remotely access 4 new assets,user6707,23.26.205.193,251.123.104.114,Asset89,Asset64,source_account755,destination_account179,27264,38201,ERR8284,EVT6510,OneDrive,log_source14,task_16,firewall_7,service_17,40997556-4439-4ec1-8bbc-4e4ec62df104,Interactive,comp_92,host_40,2024-07-19 04:17:08
Users or Group Add Operation Detected by User,user6208,233.233.117.43,4.175.45.97,Asset10,Asset51,source_account347,destination_account910,25361,13707,ERR4841,EVT5059,OneDrive,log_source16,task_9,firewall_9,service_30,41d58c34-b722-456a-b81c-6ba4c2ed1288,Interactive,comp_86,host_44,2024-07-20 01:02:19
Alerting to Successful Login from Foreign IP,user7317,168.97.72.193,168.112.138.59,Asset55,Asset30,source_account637,destination_account283,11618,41675,ERR1047,EVT2765,Teams,log_source96,task_36,firewall_4,service_31,fe9efefe-6a4b-48d1-9f8d-c17bf8361c84,RemoteInteractive,comp_43,host_34,2024-07-21 22:02:40
A Scheduled Task Was Disabled,user9300,71.116.134.121,243.222.251.63,Asset83,Asset61,source_account258,destination_account354,57082,22038,ERR1022,EVT9577,Teams,log_source43,task_50,firewall_3,service_31,3b8afed8-74db-45a8-b64b-1db819af86f4,Interactive,comp_9,host_71,2024-07-21 18:19:43
Mass file download by single user - O365 remotely access 4 new assets,user9816,134.39.201.238,92.131.31.190,Asset61,Asset14,source_account972,destination_account306,48377,60818,ERR5913,EVT4899,OneDrive,log_source18,task_48,firewall_8,service_23,418eea5d-42f9-4b12-9673-acef1d318b7d,Network,comp_47,host_69,2024-07-17 20:55:06
Alerting to Successful Login from Foreign IP,user8546,192.175.44.171,20.129.237.39,Asset28,Asset28,source_account988,destination_account645,6741,40489,ERR7696,EVT6104,OneDrive,log_source3,task_47,firewall_3,service_41,8c500d51-2515-4ff1-9b4e-e392fea60033,RemoteInteractive,comp_1,host_46,2024-07-26 11:44:57
Account - O365 Exchange Suspicious Mailbox Right Delegation,user8387,1.88.142.110,219.223.94.211,Asset80,Asset100,source_account854,destination_account905,62828,4590,ERR9852,EVT4823,OneDrive,log_source44,task_4,firewall_4,service_46,8a891666-cbc3-41ec-b978-0f7f3ee6f7b5,Network,comp_89,host_68,2024-07-25 02:21:41
Mass file delete by single user - O365,user8598,56.23.79.181,69.197.195.99,Asset94,Asset82,source_account679,destination_account927,10723,26283,ERR1295,EVT1157,Exchange,log_source100,task_3,firewall_20,service_13,ed2c1e61-08ca-41ac-88af-bc88e34c2a8c,Interactive,comp_30,host_12,2024-07-20 11:59:07
Mass file delete by single user - O365,user6227,122.55.56.87,235.242.86.4,Asset70,Asset76,source_account428,destination_account791,10132,28815,ERR6991,EVT1443,Exchange,log_source31,task_5,firewall_9,service_36,4cf9f05c-e4b3-4705-9d01-81a411557648,RemoteInteractive,comp_17,host_56,2024-08-01 22:33:55
MFA Removed from a Device,user8485,86.195.134.244,210.70.199.85,Asset25,Asset37,source_account657,destination_account656,55250,59282,ERR5215,EVT9935,OneDrive,log_source47,task_30,firewall_9,service_29,9f5ac1ed-6cd1-4d4a-8d71-bf0a04c4fca6,RemoteInteractive,comp_17,host_1,2024-07-16 08:27:23
IPS Alert Detected,user7077,229.129.192.184,251.170.234.45,Asset24,Asset12,source_account316,destination_account930,53853,47108,ERR7539,EVT3518,Teams,log_source80,task_37,firewall_17,service_15,b4d6c0f9-2251-4250-888b-d2208af08e74,RemoteInteractive,comp_84,host_18,2024-07-08 16:41:59
Removal of Exchange Mailbox Right Delegation,user2949,239.194.41.13,106.130.224.214,Asset73,Asset73,source_account487,destination_account144,16810,64650,ERR5370,EVT2359,OneDrive,log_source22,task_24,firewall_10,service_36,42a891ca-0350-4c0e-b2fe-591d07ee0087,Interactive,comp_7,host_75,2024-07-09 09:25:41
User Added to Office 365 Administrator Role,user1054,190.8.27.249,138.118.7.165,Asset68,Asset98,source_account687,destination_account399,2458,56610,ERR6037,EVT6542,Teams,log_source39,task_46,firewall_14,service_49,7fb84d8c-f750-4b8d-bd68-5c5a526869dd,RemoteInteractive,comp_23,host_44,2024-07-09 12:04:19
Multiple login failures for the same User,user8929,22.160.77.79,163.143.123.39,Asset32,Asset29,source_account534,destination_account199,42656,26755,ERR8647,EVT8026,OneDrive,log_source57,task_32,firewall_2,service_46,812d2b6c-a23e-4ccf-9de9-07ec4876004b,Interactive,comp_51,host_47,2024-07-16 15:30:37
User Account Was Locked out,user8602,156.100.252.223,250.69.14.48,Asset34,Asset8,source_account382,destination_account408,59282,4139,ERR9907,EVT9193,OneDrive,log_source39,task_11,firewall_15,service_13,7f65c53f-31ae-447b-b5f2-0f62ba37bea6,Interactive,comp_26,host_60,2024-07-23 15:18:30
Users or Group Add Operation Detected by User,user1346,244.19.13.145,19.203.181.43,Asset26,Asset14,source_account762,destination_account925,41446,64528,ERR9469,EVT3323,OneDrive,log_source43,task_17,firewall_7,service_5,4b7ebb5e-a313-4840-bdd3-bdf737625bd1,Network,comp_20,host_22,2024-07-25 00:45:02
Multiple login failures for the same User,user5739,239.23.175.15,189.239.207.108,Asset4,Asset29,source_account309,destination_account223,14434,64731,ERR1332,EVT9350,Teams,log_source36,task_48,firewall_20,service_22,0a294f36-abba-47fa-b6e1-b1f529fadf10,Network,comp_38,host_85,2024-07-05 06:34:09
IPS Alert Detected,user6257,192.183.245.184,73.147.17.120,Asset60,Asset46,source_account517,destination_account174,54731,46589,ERR6008,EVT8914,OneDrive,log_source61,task_28,firewall_2,service_10,07607add-97be-41cd-9be6-4cf919f427e9,RemoteInteractive,comp_75,host_21,2024-07-31 11:37:37
A Scheduled Task Was Disabled,user4856,136.110.138.155,237.113.227.215,Asset99,Asset73,source_account413,destination_account173,60061,10018,ERR3088,EVT3234,Teams,log_source26,task_19,firewall_20,service_30,2e56ad09-2415-4c77-973f-231090ea55f9,Interactive,comp_4,host_96,2024-07-21 16:31:11
Multiple login failures for the same User - Windows,user8612,241.87.217.115,10.109.216.104,Asset52,Asset26,source_account238,destination_account258,30617,36111,ERR8500,EVT5569,OneDrive,log_source22,task_20,firewall_9,service_42,7e38b0a7-6abf-48bb-b82d-57ffff1f849d,RemoteInteractive,comp_47,host_71,2024-07-26 12:51:12
Removal of Exchange Mailbox Right Delegation,user1325,196.231.114.247,164.22.241.93,Asset49,Asset40,source_account75,destination_account816,29904,29580,ERR7471,EVT1138,Exchange,log_source20,task_28,firewall_10,service_23,70735fbe-8132-490b-84f7-b37f29906be6,Interactive,comp_73,host_25,2024-07-11 07:30:37
Mass file delete by single user - O365,user7615,241.67.134.147,233.181.142.14,Asset65,Asset58,source_account275,destination_account368,5535,53815,ERR3661,EVT3499,SharePoint,log_source94,task_40,firewall_6,service_36,86d347e1-49ee-4081-96bd-503b7f7724fc,Network,comp_33,host_16,2024-07-08 16:26:31
Multiple VPN login failures for the same User,user5991,175.76.238.28,25.26.146.81,Asset38,Asset64,source_account186,destination_account692,27240,21979,ERR1636,EVT6935,Exchange,log_source46,task_18,firewall_18,service_41,148c8be5-7f82-4ea3-8968-b0a8e0501a46,RemoteInteractive,comp_85,host_97,2024-07-06 08:24:19
Removal of Exchange Mailbox Right Delegation,user8443,184.121.244.112,115.64.124.95,Asset34,Asset5,source_account23,destination_account408,6327,21096,ERR8269,EVT2408,OneDrive,log_source79,task_11,firewall_16,service_17,c18db6fa-5f06-4926-a9a6-171d208b9221,Network,comp_37,host_15,2024-07-30 22:57:37
Multiple login failures for the same User,user9402,244.179.137.146,206.140.150.87,Asset67,Asset26,source_account56,destination_account158,32437,53606,ERR3937,EVT5994,OneDrive,log_source79,task_43,firewall_8,service_6,fd73c626-35ae-4d2c-a711-55e0decb2f28,Network,comp_30,host_39,2024-07-19 03:51:15
Multiple login failures for the same User - 0365,user771,83.7.56.115,165.255.186.13,Asset16,Asset13,source_account123,destination_account444,63140,37032,ERR2721,EVT8595,Teams,log_source45,task_15,firewall_15,service_25,2ea5769b-e1e1-4a39-8c1e-b3660918654b,RemoteInteractive,comp_38,host_94,2024-07-26 02:34:43
Mass file delete by single user - O365,user4717,59.148.219.120,125.180.10.112,Asset82,Asset96,source_account437,destination_account676,28813,11610,ERR4951,EVT9426,Exchange,log_source100,task_11,firewall_7,service_8,6d11e232-346c-48e6-a958-88ed5e82a88d,RemoteInteractive,comp_48,host_59,2024-07-22 05:18:00
Inbox Forwarding Rule Created,user3202,74.62.180.2,128.132.129.166,Asset31,Asset26,source_account453,destination_account118,2580,14097,ERR8531,EVT8458,Teams,log_source5,task_8,firewall_5,service_24,8dde1d9a-4225-4390-84c2-5887ac891e82,Network,comp_64,host_29,2024-07-07 22:24:56
Users or Group Add Operation Detected by User,user4421,57.18.222.202,148.65.8.119,Asset53,Asset85,source_account377,destination_account98,52890,17287,ERR3976,EVT3071,OneDrive,log_source44,task_5,firewall_6,service_23,8d8b6d9a-9bd3-4326-84f8-b8f61a9c5a9a,RemoteInteractive,comp_63,host_33,2024-07-24 16:25:02
Inbox Forwarding Rule Created,user6289,220.156.113.144,57.95.30.78,Asset40,Asset1,source_account849,destination_account132,40324,18759,ERR4941,EVT4243,Exchange,log_source45,task_47,firewall_17,service_18,617ab51e-ee97-4c7b-8cbf-6c3b38a6d1a7,Interactive,comp_85,host_80,2024-07-07 00:34:55
MFA Removed from a Device,user8393,52.133.78.59,146.1.2.246,Asset1,Asset79,source_account988,destination_account865,5802,14335,ERR5751,EVT5938,SharePoint,log_source73,task_23,firewall_10,service_32,9263211d-58d8-44a9-9859-53436a4d4267,RemoteInteractive,comp_5,host_27,2024-07-22 21:42:37
User Added to Office 365 Administrator Role,user2821,165.168.127.102,108.110.166.145,Asset79,Asset12,source_account119,destination_account250,42698,50492,ERR6411,EVT6339,Teams,log_source77,task_2,firewall_18,service_13,a6dfa9d3-4f2c-4ff3-a31b-956fb96ee04c,Network,comp_60,host_94,2024-07-10 10:14:21
A User Account Was Deleted,user2674,49.26.113.27,248.128.37.97,Asset86,Asset24,source_account530,destination_account92,52795,41332,ERR9416,EVT6522,SharePoint,log_source49,task_37,firewall_6,service_28,bce52dde-d610-49f5-9037-dcd65b3a2a5e,Network,comp_53,host_55,2024-07-28 18:49:17
Multiple VPN login failures for the same User,user5886,47.90.33.216,126.51.245.58,Asset42,Asset42,source_account12,destination_account95,62880,31307,ERR4790,EVT7446,Exchange,log_source9,task_31,firewall_16,service_44,96f3bbbd-1b8c-4095-8371-4da24be2d015,Interactive,comp_1,host_81,2024-07-29 15:19:20
Mass file delete,user6794,84.158.201.136,65.31.11.70,Asset38,Asset98,source_account596,destination_account2,35974,55457,ERR4146,EVT5410,OneDrive,log_source12,task_19,firewall_7,service_28,21cda5ad-e3c5-4d7e-ac05-39f61fd315c0,Network,comp_54,host_71,2024-07-23 13:29:03
Account - O365 Exchange Suspicious Mailbox Right Delegation,user6658,146.101.12.94,224.223.160.170,Asset22,Asset39,source_account762,destination_account415,65298,62506,ERR3667,EVT3705,Teams,log_source9,task_38,firewall_11,service_13,510c480c-bf12-432c-89cc-f8c09ad99dff,RemoteInteractive,comp_28,host_19,2024-07-16 17:34:51
Mass file download by single user - O365 remotely access 4 new assets,user3713,83.51.130.74,151.2.42.60,Asset58,Asset70,source_account577,destination_account526,37596,41415,ERR7411,EVT7031,Teams,log_source1,task_20,firewall_14,service_33,eabde51f-74a8-44ed-87c5-6466eaa72e38,RemoteInteractive,comp_93,host_70,2024-07-09 06:26:28
MFA Removed from a Device,user8894,108.60.74.142,246.214.139.243,Asset25,Asset28,source_account222,destination_account506,10268,1139,ERR4208,EVT7286,SharePoint,log_source32,task_15,firewall_18,service_44,5f8e5c6f-1d7e-4b3f-bdea-72f6aec6a5a9,Interactive,comp_7,host_46,2024-07-05 21:12:58
Mass file download by single user - O365 remotely access 4 new assets,user7516,106.165.38.151,66.58.105.23,Asset14,Asset9,source_account172,destination_account825,25587,47214,ERR4905,EVT8751,Teams,log_source78,task_8,firewall_2,service_27,4895d499-869e-42da-997c-e6c6e3fcbbc7,RemoteInteractive,comp_42,host_39,2024-08-02 03:43:30
Removal of Exchange Mailbox Right Delegation,user1288,187.94.28.235,9.235.198.230,Asset18,Asset87,source_account540,destination_account536,48958,28248,ERR2789,EVT7930,Teams,log_source6,task_48,firewall_16,service_32,3b486a74-902a-4780-9819-27f55f2c328c,RemoteInteractive,comp_100,host_82,2024-07-12 04:25:50
Multiple login failures for the same User - Windows,user410,11.46.233.241,89.207.122.63,Asset98,Asset56,source_account90,destination_account605,2106,17258,ERR9637,EVT6639,Teams,log_source85,task_18,firewall_16,service_35,0e007c24-a9e2-4c7c-bd49-da59d269c1a7,Interactive,comp_83,host_6,2024-07-31 00:53:02
User Added to Office 365 Administrator Role,user8744,129.128.28.170,73.182.170.92,Asset39,Asset72,source_account808,destination_account209,36868,1975,ERR1099,EVT8553,OneDrive,log_source46,task_3,firewall_5,service_20,cc3820c7-8609-4f9e-82f6-b779ef849674,RemoteInteractive,comp_14,host_80,2024-07-19 13:51:45
User Added to Office 365 Administrator Role,user3995,187.107.79.72,80.12.98.246,Asset71,Asset99,source_account41,destination_account836,38781,49747,ERR1593,EVT6251,OneDrive,log_source29,task_38,firewall_17,service_2,339373c6-dd0f-4987-8ffe-79d804a45b00,RemoteInteractive,comp_39,host_89,2024-07-26 06:12:14
Mass file delete by single user - O365,user1204,220.250.194.208,41.109.110.237,Asset79,Asset31,source_account688,destination_account315,7946,40586,ERR4160,EVT6179,SharePoint,log_source41,task_13,firewall_20,service_47,bb792447-b685-465f-8a01-b0ce3ca6730a,Interactive,comp_25,host_74,2024-07-26 04:13:47
